"species","transect","frequency","comment"
"Lagenifera stipitata","T35",0,""
"Lagenifera stipitata","T39",0,""
"Lagenifera stipitata","T60",0,""
"Lagenifera stipitata","T46",0,""
"Lagenifera stipitata","T17",0,""
"Lagenifera stipitata","T16",0,""
"Lagenifera stipitata","T1",0,""
"Lagenifera stipitata","T25",0,""
"Lagenifera stipitata","T26",0,""
"Lagenifera stipitata","T22",0,""
"Lagenifera stipitata","T43",0,""
"Lagenifera stipitata","T27",0,""
"Lagenifera stipitata","T18",3,""
"Lagenifera stipitata","T47",0,""
"Lagenifera stipitata","T2",0,""
"Lagenifera stipitata","T44",0,""
"Lagenifera stipitata","T4",0,""
"Lagenifera stipitata","T19",0,""
"Lagenifera stipitata","T11",0,""
"Lagenifera stipitata","T21",0,""
"Lagenifera stipitata","T38",0,""
"Lagenifera stipitata","T23",0,""
"Lagenifera stipitata","T40",0,""
"Lagenifera stipitata","T20",0,""
"Lagenifera stipitata","T7",0,""
"Lagenifera stipitata","T48",0,""
"Lagenifera stipitata","T3",0,""
"Lagenifera stipitata","T50",0,""
"Lagenifera stipitata","T49",0,""
"Lagenifera stipitata","T14",3,""
"Lagenifera stipitata","T9",0,""
"Lagenifera stipitata","T24",0,""
"Lagenifera stipitata","T53",0,""
"Lagenifera stipitata","T6",0,""
"Lagenifera stipitata","T34",0,""
"Lagenifera stipitata","T8",0,""
"Lagenifera stipitata","T12",0,""
"Lagenifera stipitata","T33",0,""
"Lagenifera stipitata","T28",0,""
"Lagenifera stipitata","T59",0,""
"Lagenifera stipitata","T10",0,""
"Lagenifera stipitata","T13",0,""
"Lambertia formosa","T32",0,""
"Lambertia formosa","T31",0,""
"Lambertia formosa","T36",0,""
"Lambertia formosa","T30",0,""
"Lambertia formosa","T45",0,""
"Lambertia formosa","T42",0,""
"Lambertia formosa","T39",0,""
"Lambertia formosa","T17",0,""
"Lambertia formosa","T46",0,""
"Lambertia formosa","T41",0,""
"Lambertia formosa","T5",0,""
"Lambertia formosa","T21",0,""
"Lambertia formosa","T35",0,""
"Lambertia formosa","T11",0,""
"Lambertia formosa","T44",0,""
"Lambertia formosa","T27",0,""
"Lambertia formosa","T57",0,""
"Lambertia formosa","T37",0,""
"Lambertia formosa","T26",0,""
"Lambertia formosa","T14",0,""
"Lambertia formosa","T60",0,""
"Lambertia formosa","T29",0,""
"Lambertia formosa","T43",0,""
"Lambertia formosa","T15",0,""
"Lambertia formosa","T7",0,""
"Lambertia formosa","T40",0,""
"Lambertia formosa","T2",0,""
"Lambertia formosa","T24",0,""
"Lambertia formosa","T49",0,""
"Lambertia formosa","T3",0,""
"Lambertia formosa","T53",0,""
"Lambertia formosa","T20",0,""
"Lambertia formosa","T16",0,""
"Lambertia formosa","T4",0,""
"Lambertia formosa","T50",0,""
"Lambertia formosa","T47",0,""
"Lambertia formosa","T22",0,""
"Lambertia formosa","T18",0,""
"Lambertia formosa","T48",0,""
"Lambertia formosa","T19",0,""
"Lambertia formosa","T12",0,""
"Lambertia formosa","T9",5,""
"Lambertia formosa","T34",0,""
"Lambertia formosa","T38",0,""
"Lambertia formosa","T23",0,""
"Lambertia formosa","T6",0,""
"Lambertia formosa","T25",0,""
"Lambertia formosa","T1",0,""
"Lambertia formosa","T33",0,""
"Lambertia formosa","T59",0,""
"Lambertia formosa","T13",0,""
"Lambertia formosa","T10",0,""
"Lambertia formosa","T28",0,""
"Lambertia formosa","T8",0,""
"Lepidosperma filiforme","T42",0,""
"Lepidosperma filiforme","T21",0,""
"Lepidosperma filiforme","T41",9,""
"Lepidosperma filiforme","T47",16,""
"Lepidosperma filiforme","T32",0,""
"Lepidosperma filiforme","T57",0,""
"Lepidosperma filiforme","T11",0,""
"Lepidosperma filiforme","T39",0,""
"Lepidosperma filiforme","T17",0,""
"Lepidosperma filiforme","T53",0,""
"Lepidosperma filiforme","T5",0,""
"Lepidosperma filiforme","T12",8,""
"Lepidosperma filiforme","T36",0,""
"Lepidosperma filiforme","T45",0,""
"Lepidosperma filiforme","T9",0,""
"Lepidosperma filiforme","T49",0,""
"Lepidosperma filiforme","T30",6,""
"Lepidosperma filiforme","T27",0,""
"Lepidosperma filiforme","T46",0,""
"Lepidosperma filiforme","T16",0,""
"Lepidosperma filiforme","T24",0,""
"Lepidosperma filiforme","T6",0,""
"Lepidosperma filiforme","T59",0,""
"Lepidosperma filiforme","T15",0,""
"Lepidosperma filiforme","T33",0,""
"Lepidosperma filiforme","T50",0,""
"Lepidosperma filiforme","T3",0,""
"Lepidosperma filiforme","T2",0,""
"Lepidosperma filiforme","T34",0,""
"Lepidosperma filiforme","T37",0,""
"Lepidosperma filiforme","T29",20,""
"Lepidosperma filiforme","T31",0,""
"Lepidosperma filiforme","T26",0,""
"Lepidosperma filiforme","T44",0,""
"Lepidosperma filiforme","T25",0,""
"Lepidosperma filiforme","T40",0,""
"Lepidosperma filiforme","T22",0,""
"Lepidosperma filiforme","T20",26,""
"Lepidosperma filiforme","T7",0,""
"Lepidosperma filiforme","T4",0,""
"Lepidosperma filiforme","T10",0,""
"Lepidosperma filiforme","T43",0,""
"Lepidosperma filiforme","T19",0,""
"Lepidosperma filiforme","T13",0,""
"Lepidosperma filiforme","T14",0,""
"Lepidosperma filiforme","T23",0,""
"Lepidosperma filiforme","T60",0,""
"Lepidosperma filiforme","T18",0,""
"Lepidosperma filiforme","T48",5,""
"Lepidosperma filiforme","T38",0,""
"Lepidosperma filiforme","T1",0,""
"Lepidosperma filiforme","T35",0,""
"Lepidosperma filiforme","T28",0,""
"Lepidosperma filiforme","T8",0,""
"Lepidosperma flexuosum","T42",0,""
"Lepidosperma flexuosum","T47",0,""
"Lepidosperma flexuosum","T53",0,""
"Lepidosperma flexuosum","T9",0,""
"Lepidosperma flexuosum","T59",0,""
"Lepidosperma flexuosum","T17",0,""
"Lepidosperma flexuosum","T30",0,""
"Lepidosperma flexuosum","T34",0,""
"Lepidosperma flexuosum","T26",0,""
"Lepidosperma flexuosum","T37",0,""
"Lepidosperma flexuosum","T41",0,""
"Lepidosperma flexuosum","T40",0,""
"Lepidosperma flexuosum","T5",0,""
"Lepidosperma flexuosum","T57",0,""
"Lepidosperma flexuosum","T32",0,""
"Lepidosperma flexuosum","T21",0,""
"Lepidosperma flexuosum","T19",0,""
"Lepidosperma flexuosum","T22",0,""
"Lepidosperma flexuosum","T11",0,""
"Lepidosperma flexuosum","T35",0,""
"Lepidosperma flexuosum","T36",0,""
"Lepidosperma flexuosum","T24",0,""
"Lepidosperma flexuosum","T50",0,""
"Lepidosperma flexuosum","T2",3,""
"Lepidosperma flexuosum","T43",0,""
"Lepidosperma flexuosum","T7",0,""
"Lepidosperma flexuosum","T3",0,""
"Lepidosperma flexuosum","T6",0,""
"Lepidosperma flexuosum","T16",0,""
"Lepidosperma flexuosum","T39",0,""
"Lepidosperma flexuosum","T4",0,""
"Lepidosperma flexuosum","T38",0,""
"Lepidosperma flexuosum","T48",0,""
"Lepidosperma flexuosum","T45",0,""
"Lepidosperma flexuosum","T60",0,""
"Lepidosperma flexuosum","T28",0,""
"Lepidosperma flexuosum","T27",0,""
"Lepidosperma flexuosum","T29",0,""
"Lepidosperma flexuosum","T15",0,""
"Lepidosperma flexuosum","T44",0,""
"Lepidosperma flexuosum","T49",0,""
"Lepidosperma flexuosum","T10",0,""
"Lepidosperma flexuosum","T46",0,""
"Lepidosperma flexuosum","T31",0,""
"Lepidosperma flexuosum","T25",0,""
"Lepidosperma flexuosum","T14",0,""
"Lepidosperma flexuosum","T12",0,""
"Lepidosperma flexuosum","T18",0,""
"Lepidosperma flexuosum","T23",0,""
"Lepidosperma flexuosum","T8",0,""
"Lepidosperma flexuosum","T13",0,""
"Lepidosperma flexuosum","T1",0,""
"Lepidosperma flexuosum","T20",0,""
"Lepidosperma flexuosum","T33",0,""
"Lepidosperma forsythii","T37",0,""
"Lepidosperma forsythii","T47",0,""
"Lepidosperma forsythii","T40",0,""
"Lepidosperma forsythii","T12",14,""
"Lepidosperma forsythii","T59",11,""
"Lepidosperma forsythii","T22",0,""
"Lepidosperma forsythii","T50",0,""
"Lepidosperma forsythii","T35",0,""
"Lepidosperma forsythii","T9",0,""
"Lepidosperma forsythii","T27",0,""
"Lepidosperma forsythii","T42",0,""
"Lepidosperma forsythii","T21",0,""
"Lepidosperma forsythii","T38",0,""
"Lepidosperma forsythii","T30",0,""
"Lepidosperma forsythii","T11",0,""
"Lepidosperma forsythii","T10",0,""
"Lepidosperma forsythii","T19",0,""
"Lepidosperma forsythii","T14",0,""
"Lepidosperma forsythii","T34",18,""
"Lepidosperma forsythii","T32",0,""
"Lepidosperma forsythii","T24",0,""
"Lepidosperma forsythii","T26",0,""
"Lepidosperma forsythii","T7",0,""
"Lepidosperma forsythii","T6",0,""
"Lepidosperma forsythii","T23",0,""
"Lepidosperma forsythii","T45",0,""
"Lepidosperma forsythii","T39",0,""
"Lepidosperma forsythii","T25",0,""
"Lepidosperma forsythii","T2",0,""
"Lepidosperma forsythii","T17",0,""
"Lepidosperma forsythii","T48",0,""
"Lepidosperma forsythii","T57",0,""
"Lepidosperma forsythii","T49",0,""
"Lepidosperma forsythii","T31",0,""
"Lepidosperma forsythii","T1",0,""
"Lepidosperma forsythii","T43",0,""
"Lepidosperma forsythii","T13",7,""
"Lepidosperma forsythii","T20",0,""
"Lepidosperma forsythii","T41",0,""
"Lepidosperma forsythii","T46",0,""
"Lepidosperma forsythii","T44",0,""
"Lepidosperma forsythii","T29",0,""
"Lepidosperma forsythii","T4",0,""
"Lepidosperma forsythii","T15",0,""
"Lepidosperma forsythii","T36",0,""
"Lepidosperma forsythii","T53",0,""
"Lepidosperma forsythii","T3",0,""
"Lepidosperma forsythii","T28",0,""
"Lepidosperma forsythii","T5",0,""
"Lepidosperma forsythii","T33",0,""
"Lepidosperma forsythii","T16",0,""
"Lepidosperma forsythii","T8",0,""
"Lepidosperma forsythii","T18",0,""
"Lepidosperma forsythii","T60",0,""
"Lepidosperma limicola","T10",30,""
"Lepidosperma limicola","T20",0,""
"Lepidosperma limicola","T25",30,""
"Lepidosperma limicola","T2",0,""
"Lepidosperma limicola","T15",3,""
"Lepidosperma limicola","T50",0,""
"Lepidosperma limicola","T7",0,""
"Lepidosperma limicola","T5",11,""
"Lepidosperma limicola","T13",21,""
"Lepidosperma limicola","T19",30,""
"Lepidosperma limicola","T23",0,""
"Lepidosperma limicola","T40",25,""
"Lepidosperma limicola","T24",4,""
"Lepidosperma limicola","T30",2,""
"Lepidosperma limicola","T35",15,""
"Lepidosperma limicola","T9",0,""
"Lepidosperma limicola","T26",27,""
"Lepidosperma limicola","T22",0,""
"Lepidosperma limicola","T45",2,""
"Lepidosperma limicola","T17",0,""
"Lepidosperma limicola","T47",0,""
"Lepidosperma limicola","T6",0,""
"Lepidosperma limicola","T12",0,""
"Lepidosperma limicola","T14",0,""
"Lepidosperma limicola","T16",0,""
"Lepidosperma limicola","T8",0,""
"Lepidosperma limicola","T48",0,""
"Lepidosperma limicola","T28",28,""
"Lepidosperma limicola","T38",0,""
"Lepidosperma limicola","T59",0,""
"Lepidosperma limicola","T32",0,""
"Lepidosperma limicola","T4",0,""
"Lepidosperma limicola","T29",0,""
"Lepidosperma limicola","T44",0,""
"Lepidosperma limicola","T34",28,""
"Lepidosperma limicola","T1",30,""
"Lepidosperma limicola","T11",23,""
"Lepidosperma limicola","T53",0,""
"Lepidosperma limicola","T60",0,""
"Lepidosperma limicola","T41",0,""
"Lepidosperma limicola","T33",0,""
"Lepidosperma limicola","T43",0,""
"Lepidosperma limicola","T37",0,""
"Lepidosperma limicola","T57",28,""
"Lepidosperma limicola","T42",2,""
"Lepidosperma limicola","T27",0,""
"Lepidosperma limicola","T39",1,""
"Lepidosperma limicola","T36",30,""
"Lepidosperma limicola","T49",28,""
"Lepidosperma limicola","T46",18,""
"Lepidosperma limicola","T21",5,""
"Lepidosperma limicola","T18",0,""
"Lepidosperma limicola","T31",0,""
"Lepidosperma limicola","T3",0,""
"Lepidosperma neesii","T39",30,""
"Lepidosperma neesii","T24",0,""
"Lepidosperma neesii","T30",1,""
"Lepidosperma neesii","T9",25,""
"Lepidosperma neesii","T50",9,""
"Lepidosperma neesii","T21",0,""
"Lepidosperma neesii","T3",27,""
"Lepidosperma neesii","T18",28,""
"Lepidosperma neesii","T29",2,""
"Lepidosperma neesii","T5",0,""
"Lepidosperma neesii","T15",8,""
"Lepidosperma neesii","T34",0,""
"Lepidosperma neesii","T1",0,""
"Lepidosperma neesii","T6",30,""
"Lepidosperma neesii","T48",0,""
"Lepidosperma neesii","T46",0,""
"Lepidosperma neesii","T41",0,""
"Lepidosperma neesii","T33",0,""
"Lepidosperma neesii","T8",30,""
"Lepidosperma neesii","T13",9,""
"Lepidosperma neesii","T38",29,""
"Lepidosperma neesii","T20",12,""
"Lepidosperma neesii","T35",0,""
"Lepidosperma neesii","T49",0,""
"Lepidosperma neesii","T4",21,""
"Lepidosperma neesii","T14",30,""
"Lepidosperma neesii","T60",0,""
"Lepidosperma neesii","T31",14,""
"Lepidosperma neesii","T26",2,""
"Lepidosperma neesii","T53",3,""
"Lepidosperma neesii","T36",8,""
"Lepidosperma neesii","T11",29,""
"Lepidosperma neesii","T10",0,""
"Lepidosperma neesii","T45",26,""
"Lepidosperma neesii","T17",0,""
"Lepidosperma neesii","T2",27,""
"Lepidosperma neesii","T19",0,""
"Lepidosperma neesii","T25",0,""
"Lepidosperma neesii","T37",13,""
"Lepidosperma neesii","T16",0,""
"Lepidosperma neesii","T43",18,""
"Lepidosperma neesii","T59",0,""
"Lepidosperma neesii","T28",10,""
"Lepidosperma neesii","T23",0,""
"Lepidosperma neesii","T44",12,""
"Lepidosperma neesii","T7",28,""
"Lepidosperma neesii","T12",15,""
"Lepidosperma neesii","T27",28,""
"Lepidosperma neesii","T47",15,""
"Lepidosperma neesii","T40",0,""
"Lepidosperma neesii","T32",15,""
"Lepidosperma neesii","T22",26,""
"Lepidosperma neesii","T57",0,""
"Lepidosperma neesii","T42",30,""
"Leptocarpus tenax","T49",12,""
"Leptocarpus tenax","T19",26,""
"Leptocarpus tenax","T48",26,""
"Leptocarpus tenax","T22",30,""
"Leptocarpus tenax","T34",15,""
"Leptocarpus tenax","T29",20,""
"Leptocarpus tenax","T4",19,""
"Leptocarpus tenax","T14",0,""
"Leptocarpus tenax","T60",0,""
"Leptocarpus tenax","T44",30,""
"Leptocarpus tenax","T43",13,""
"Leptocarpus tenax","T46",0,""
"Leptocarpus tenax","T33",29,""
"Leptocarpus tenax","T18",20,""
"Leptocarpus tenax","T42",20,""
"Leptocarpus tenax","T50",16,""
"Leptocarpus tenax","T35",0,""
"Leptocarpus tenax","T20",26,""
"Leptocarpus tenax","T7",26,""
"Leptocarpus tenax","T47",10,""
"Leptocarpus tenax","T17",24,""
"Leptocarpus tenax","T2",26,""
"Leptocarpus tenax","T32",24,""
"Leptocarpus tenax","T6",30,""
"Leptocarpus tenax","T59",22,""
"Leptocarpus tenax","T16",0,""
"Leptocarpus tenax","T28",13,""
"Leptocarpus tenax","T57",15,""
"Leptocarpus tenax","T37",9,""
"Leptocarpus tenax","T12",15,""
"Leptocarpus tenax","T27",22,""
"Leptocarpus tenax","T39",23,""
"Leptocarpus tenax","T24",0,""
"Leptocarpus tenax","T9",22,""
"Leptocarpus tenax","T13",14,""
"Leptocarpus tenax","T1",2,""
"Leptocarpus tenax","T31",16,""
"Leptocarpus tenax","T36",23,""
"Leptocarpus tenax","T45",30,""
"Leptocarpus tenax","T10",17,""
"Leptocarpus tenax","T3",8,""
"Leptocarpus tenax","T40",0,""
"Leptocarpus tenax","T41",24,""
"Leptocarpus tenax","T38",21,""
"Leptocarpus tenax","T5",3,""
"Leptocarpus tenax","T15",7,""
"Leptocarpus tenax","T25",17,""
"Leptocarpus tenax","T23",0,""
"Leptocarpus tenax","T53",21,""
"Leptocarpus tenax","T21",1,""
"Leptocarpus tenax","T8",25,""
"Leptocarpus tenax","T30",15,""
"Leptocarpus tenax","T11",12,""
"Leptocarpus tenax","T26",8,""
"Leptospermum arachnoides","T39",0,""
"Leptospermum arachnoides","T59",0,""
"Leptospermum arachnoides","T1",0,""
"Leptospermum arachnoides","T9",0,""
"Leptospermum arachnoides","T60",0,""
"Leptospermum arachnoides","T49",0,""
"Leptospermum arachnoides","T38",0,""
"Leptospermum arachnoides","T46",0,""
"Leptospermum arachnoides","T27",0,""
"Leptospermum arachnoides","T24",0,""
"Leptospermum arachnoides","T25",0,""
"Leptospermum arachnoides","T13",0,""
"Leptospermum arachnoides","T21",0,""
"Leptospermum arachnoides","T26",0,""
"Leptospermum arachnoides","T34",0,""
"Leptospermum arachnoides","T19",0,""
"Leptospermum arachnoides","T44",0,""
"Leptospermum arachnoides","T14",0,""
"Leptospermum arachnoides","T36",0,""
"Leptospermum arachnoides","T11",0,""
"Leptospermum arachnoides","T29",0,""
"Leptospermum arachnoides","T16",0,""
"Leptospermum arachnoides","T28",0,""
"Leptospermum arachnoides","T45",0,""
"Leptospermum arachnoides","T41",1,""
"Leptospermum arachnoides","T57",0,""
"Leptospermum arachnoides","T42",0,""
"Leptospermum arachnoides","T32",0,""
"Leptospermum arachnoides","T7",0,""
"Leptospermum arachnoides","T17",0,""
"Leptospermum arachnoides","T43",0,""
"Leptospermum arachnoides","T3",0,""
"Leptospermum arachnoides","T18",0,""
"Leptospermum arachnoides","T33",0,""
"Leptospermum arachnoides","T40",0,""
"Leptospermum arachnoides","T15",0,""
"Leptospermum arachnoides","T5",0,""
"Leptospermum arachnoides","T37",0,""
"Leptospermum arachnoides","T10",0,""
"Leptospermum arachnoides","T50",0,""
"Leptospermum arachnoides","T4",0,""
"Leptospermum arachnoides","T31",0,""
"Leptospermum arachnoides","T2",0,""
"Leptospermum arachnoides","T8",0,""
"Leptospermum arachnoides","T6",0,""
"Leptospermum arachnoides","T48",0,""
"Leptospermum arachnoides","T12",0,""
"Leptospermum arachnoides","T23",0,""
"Leptospermum arachnoides","T22",0,""
"Leptospermum arachnoides","T20",0,""
"Leptospermum arachnoides","T47",4,""
"Leptospermum arachnoides","T30",0,""
"Leptospermum arachnoides","T53",3,""
"Leptospermum arachnoides","T35",0,""
"Leptospermum continentale","T29",0,""
"Leptospermum continentale","T60",0,""
"Leptospermum continentale","T21",0,""
"Leptospermum continentale","T39",0,""
"Leptospermum continentale","T24",0,""
"Leptospermum continentale","T27",0,""
"Leptospermum continentale","T9",2,""
"Leptospermum continentale","T49",0,""
"Leptospermum continentale","T34",0,""
"Leptospermum continentale","T46",0,""
"Leptospermum continentale","T32",0,""
"Leptospermum continentale","T41",0,""
"Leptospermum continentale","T43",0,""
"Leptospermum continentale","T22",0,""
"Leptospermum continentale","T7",0,""
"Leptospermum continentale","T44",0,""
"Leptospermum continentale","T17",1,""
"Leptospermum continentale","T4",0,""
"Leptospermum continentale","T23",0,""
"Leptospermum continentale","T3",0,""
"Leptospermum continentale","T18",0,""
"Leptospermum continentale","T59",0,""
"Leptospermum continentale","T35",0,""
"Leptospermum continentale","T28",0,""
"Leptospermum continentale","T40",0,""
"Leptospermum continentale","T42",0,""
"Leptospermum continentale","T26",0,""
"Leptospermum continentale","T30",0,""
"Leptospermum continentale","T14",0,""
"Leptospermum continentale","T19",0,""
"Leptospermum continentale","T25",0,""
"Leptospermum continentale","T38",0,""
"Leptospermum continentale","T6",0,""
"Leptospermum continentale","T11",0,""
"Leptospermum continentale","T1",0,""
"Leptospermum continentale","T57",0,""
"Leptospermum continentale","T8",0,""
"Leptospermum continentale","T48",0,""
"Leptospermum continentale","T33",0,""
"Leptospermum continentale","T31",0,""
"Leptospermum continentale","T47",0,""
"Leptospermum continentale","T2",0,""
"Leptospermum continentale","T12",0,""
"Leptospermum continentale","T10",0,""
"Leptospermum continentale","T53",0,""
"Leptospermum continentale","T13",0,""
"Leptospermum continentale","T36",0,""
"Leptospermum continentale","T20",0,""
"Leptospermum continentale","T50",0,""
"Leptospermum continentale","T37",0,""
"Leptospermum continentale","T45",0,""
"Leptospermum continentale","T5",0,""
"Leptospermum continentale","T16",0,""
"Leptospermum continentale","T15",0,""
"Leptospermum grandifolium","T32",0,""
"Leptospermum grandifolium","T29",0,""
"Leptospermum grandifolium","T14",0,""
"Leptospermum grandifolium","T27",0,""
"Leptospermum grandifolium","T34",0,""
"Leptospermum grandifolium","T39",0,""
"Leptospermum grandifolium","T41",1,""
"Leptospermum grandifolium","T19",0,""
"Leptospermum grandifolium","T60",0,""
"Leptospermum grandifolium","T30",0,""
"Leptospermum grandifolium","T8",0,""
"Leptospermum grandifolium","T24",3,""
"Leptospermum grandifolium","T7",0,""
"Leptospermum grandifolium","T17",0,""
"Leptospermum grandifolium","T12",12,""
"Leptospermum grandifolium","T20",0,""
"Leptospermum grandifolium","T47",0,""
"Leptospermum grandifolium","T23",0,""
"Leptospermum grandifolium","T44",0,""
"Leptospermum grandifolium","T43",0,""
"Leptospermum grandifolium","T26",4,""
"Leptospermum grandifolium","T49",3,""
"Leptospermum grandifolium","T59",0,""
"Leptospermum grandifolium","T35",0,""
"Leptospermum grandifolium","T28",7,""
"Leptospermum grandifolium","T53",0,""
"Leptospermum grandifolium","T42",0,""
"Leptospermum grandifolium","T31",6,""
"Leptospermum grandifolium","T22",3,""
"Leptospermum grandifolium","T9",0,""
"Leptospermum grandifolium","T2",0,""
"Leptospermum grandifolium","T50",0,""
"Leptospermum grandifolium","T38",0,""
"Leptospermum grandifolium","T3",1,""
"Leptospermum grandifolium","T11",0,""
"Leptospermum grandifolium","T4",0,""
"Leptospermum grandifolium","T57",0,""
"Leptospermum grandifolium","T33",0,""
"Leptospermum grandifolium","T40",0,""
"Leptospermum grandifolium","T48",0,""
"Leptospermum grandifolium","T36",0,""
"Leptospermum grandifolium","T15",0,""
"Leptospermum grandifolium","T5",0,""
"Leptospermum grandifolium","T18",0,""
"Leptospermum grandifolium","T25",0,""
"Leptospermum grandifolium","T16",0,""
"Leptospermum grandifolium","T13",0,""
"Leptospermum grandifolium","T45",0,""
"Leptospermum grandifolium","T6",0,""
"Leptospermum grandifolium","T10",0,""
"Leptospermum grandifolium","T37",0,""
"Leptospermum grandifolium","T1",2,""
"Leptospermum grandifolium","T46",1,""
"Leptospermum grandifolium","T21",10,""
"Leptospermum juniperinum","T7",0,""
"Leptospermum juniperinum","T14",0,""
"Leptospermum juniperinum","T49",0,""
"Leptospermum juniperinum","T34",8,""
"Leptospermum juniperinum","T19",0,""
"Leptospermum juniperinum","T29",0,""
"Leptospermum juniperinum","T60",3,""
"Leptospermum juniperinum","T39",0,""
"Leptospermum juniperinum","T32",1,""
"Leptospermum juniperinum","T17",0,""
"Leptospermum juniperinum","T44",0,""
"Leptospermum juniperinum","T8",0,""
"Leptospermum juniperinum","T48",0,""
"Leptospermum juniperinum","T35",1,""
"Leptospermum juniperinum","T28",3,""
"Leptospermum juniperinum","T30",0,""
"Leptospermum juniperinum","T27",0,""
"Leptospermum juniperinum","T4",0,""
"Leptospermum juniperinum","T42",8,""
"Leptospermum juniperinum","T43",0,""
"Leptospermum juniperinum","T53",0,""
"Leptospermum juniperinum","T24",3,""
"Leptospermum juniperinum","T2",0,""
"Leptospermum juniperinum","T50",0,""
"Leptospermum juniperinum","T23",22,""
"Leptospermum juniperinum","T33",1,""
"Leptospermum juniperinum","T57",14,""
"Leptospermum juniperinum","T47",0,""
"Leptospermum juniperinum","T15",19,"Plus a dead individual"
"Leptospermum juniperinum","T20",0,""
"Leptospermum juniperinum","T5",4,""
"Leptospermum juniperinum","T6",0,""
"Leptospermum juniperinum","T59",0,""
"Leptospermum juniperinum","T16",2,""
"Leptospermum juniperinum","T36",15,""
"Leptospermum juniperinum","T40",0,""
"Leptospermum juniperinum","T37",0,""
"Leptospermum juniperinum","T12",1,""
"Leptospermum juniperinum","T18",0,""
"Leptospermum juniperinum","T3",1,""
"Leptospermum juniperinum","T9",0,""
"Leptospermum juniperinum","T46",2,""
"Leptospermum juniperinum","T22",4,""
"Leptospermum juniperinum","T38",0,""
"Leptospermum juniperinum","T31",1,""
"Leptospermum juniperinum","T25",2,""
"Leptospermum juniperinum","T13",0,""
"Leptospermum juniperinum","T10",13,""
"Leptospermum juniperinum","T21",17,""
"Leptospermum juniperinum","T41",0,""
"Leptospermum juniperinum","T45",0,""
"Leptospermum juniperinum","T1",1,""
"Leptospermum juniperinum","T11",0,""
"Leptospermum juniperinum","T26",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T29",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T30",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T34",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T19",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T14",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T4",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T28",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T49",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T32",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T50",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T22",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T60",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T48",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T7",3,""
"Leptospermum polygalifolium subspecies polygalifolium","T17",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T23",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T15",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T39",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T57",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T42",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T2",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T53",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T44",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T9",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T1",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T8",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T33",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T16",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T45",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T35",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T20",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T40",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T31",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T43",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T3",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T47",5,""
"Leptospermum polygalifolium subspecies polygalifolium","T24",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T37",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T12",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T18",2,""
"Leptospermum polygalifolium subspecies polygalifolium","T36",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T59",1,""
"Leptospermum polygalifolium subspecies polygalifolium","T6",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T27",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T5",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T26",5,""
"Leptospermum polygalifolium subspecies polygalifolium","T25",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T13",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T11",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T21",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T10",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T46",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T38",0,""
"Leptospermum polygalifolium subspecies polygalifolium","T41",0,""
